c130,c130,0.85000000000
c130,c107,4.56652577862
c130,c179,6.66362210180
c130,c245,7.04852277115
c130,c10,8.70430279520
c130,c122,10.20686834400
c130,c206,10.36572699900
c130,c51,10.52995433150
c130,c124,10.74814816660
c130,c92,10.78948280930
c130,c290,11.04320067270
c130,c145,11.08241650540
c130,c205,11.19283216180
c130,c200,12.76343972640
c130,c12,13.28465953230
c130,c228,13.39234649780
c130,c286,13.87808324430
c130,c170,14.67756893420
c130,c121,15.01077402240
c130,c104,15.14342194210
c130,c174,15.56888233350
c130,c232,15.57730081460
c130,c81,15.70423813290
c130,c252,16.10122744040
c130,c153,16.27701247320
c130,c213,16.33939942120
c130,c119,16.43452736550
c130,c277,16.45375404240
c130,c78,16.72520644390
c130,c58,17.00226963000
c130,c263,17.00760031320
c130,c13,17.06637122750
c130,c187,17.50434475460
c130,c204,17.67070466600
c130,c55,17.75204564820
c130,c279,17.78380888850
c130,c241,18.01005181090
c130,c87,18.24336074100
c130,c108,18.32907159940
c130,c18,18.67465646230
c130,c270,18.93530306380
c130,c101,19.35654586620
c130,c112,19.43729745510
c130,c126,19.50577159310
c130,c214,19.52716820930
c130,c265,19.87648617820
c130,c103,19.89644230220
c130,c46,20.00886977240
c130,c226,20.03224010870
c130,c201,20.25237719660
c130,c65,20.26201631400
c130,c134,20.26350718420
c130,c9,20.61161824450
c130,c251,20.68073403360
c130,c146,20.73331645080
c130,c231,20.89982331380
c130,c70,21.11623710620
c130,c217,21.13113844820
c130,c220,21.15548532100
c130,c176,21.37169764640
c130,c287,21.40941154780
c130,c114,21.53283832580
c130,c157,21.58201983740
c130,c291,21.58749901030
c130,c31,21.66715987070
c130,c37,22.14482612300
c130,c85,22.34335673250
c130,c196,22.54985702860
c130,c127,22.94080496610
c130,c268,23.01202423510
c130,c223,23.24661862190
c130,c116,23.72695641890
c130,c71,23.75649379280
c130,c249,23.79457917210
c130,c38,23.87490938280
c130,c131,24.04615544930
c130,c151,24.10363138010
c130,c189,24.17931988060
c130,c99,24.21766433510
c130,c271,24.32976522110
c130,c44,24.53857172010
c130,c73,24.54959964860
c130,c257,24.74324371970
c130,c43,24.76280489380
c130,c150,24.88186870510
c130,c285,24.95312994960
c130,c140,25.33954177500
c130,c129,25.58919564780
c130,c202,25.86693852310
c130,c261,26.30953895140
c130,c184,26.47219399070
c130,c282,26.52441403090
c130,c29,26.77615401610
c130,c236,26.96429641010
c130,c15,27.19866403830
c130,c2,27.46749276450
c130,c275,27.57054688090
c130,c237,28.06868220020
c130,c19,28.08658400440
c130,c284,28.39328010810
c130,c289,28.51580294710
c130,c266,28.51795440320
c130,c160,28.83302582240
c130,c142,28.90198214530
c130,c224,29.11296748310
c130,c164,29.39850976390
c130,c86,29.43367331000
c130,c259,29.48944407150
c130,c152,29.55824296810
c130,c283,30.07095602380
c130,c36,30.83883260320
c130,c94,30.86651681860
c130,c293,31.20365655260
c130,c173,31.44425751710
c130,c5,31.56369336100
c130,c27,31.83011758890
c130,c75,31.90570806900
c130,c147,31.93405093430
c130,c42,31.98014035670
c130,c115,32.05027202260
c130,c84,32.07230961400
c130,c117,32.22927268870
c130,c22,32.24224375210
c130,c79,32.34623461100
c130,c278,32.40746748270
c130,c260,32.51215261980
c130,c91,32.97548214760
c130,c246,32.98586291270
c130,c192,32.99631230790
c130,c262,33.15679508450
c130,c171,33.49811947400
c130,c60,33.51917956620
c130,c258,33.67565016050
c130,c230,33.87111391900
c130,c16,33.98119658540
c130,c255,34.01258229600
c130,c264,34.08468049880
c130,c63,34.26266301520
c130,c218,34.80236536560
c130,c34,34.81992200240
c130,c7,35.34843770730
c130,c98,36.02800820220
c130,c3,36.22176063300
c130,c24,36.31691946730
c130,c191,36.42775601840
c130,c198,36.46349093910
c130,c158,36.47216589580
c130,c239,36.59048415400
c130,c90,36.61826335000
